organisationid,shardid,shortcode,organisationstatus,createddateutc,signupdateutc,productoption,deleteddateutc,saleschannel,channeltype,salestaxbasis,salestaxperiod,salestaxtype,incometaxbasis,provisionaltaxbasis,managedbypracticeflag,payingflag,marketcode,nonpracticestaffusers,practicestaffusers,trialflag
A7D422E2-2EA9-425D-8E15-0A2BFC9316A5,72,!oxnip,Active,2016-06-28 02:47:19,2016-06-28 00:00:00,Standard,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,2,4,0
2B481E54-F51B-4034-AEA7-A02A2D9B2A69,156,!YM6v7,Active,2012-07-09 11:42:11,2017-04-07 00:00:00,Premium 20,,Partner,Accountant,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,Australian Income Times (Option 2),None,1,1,AU,25,10,0
71746C0F-BBE3-47A8-996A-44D33B25B887,162,!7Zx0G,Active,2016-07-26 09:34:56,2016-07-26 00:00:00,Premium 5,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,2,8,0
6B8F08F8-54DD-43DD-BC10-47B49CB5438A,108,!TgM9W,Active,2013-11-12 01:29:15,2013-11-14 00:00:00,Premium 20,,Online,Unknown,Australian Accrual Basis,Australian Monthly,Australian GST,None,None,0,1,AU,3,0,0
FFB8731A-0DC1-4F63-B288-00F755508810,93,!xyxbG,Active,2015-03-31 04:10:44,2015-03-31 00:00:00,Premium,,Partner,Accountant,Australian Accrual Basis,Australian Monthly,Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,1,6,0
9AF91651-9EB0-4521-9793-64122A657D2C,162,!eRArd,Active,2016-08-02 19:52:59,2019-11-26 00:00:00,Starter,,Online,Unknown,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,0,1,AU,2,0,0
733184A2-97EF-4E14-BC58-E6B2A8E830A3,128,!O6Iqv,Active,2019-06-26 11:15:46,2019-09-11 00:00:00,Premium 5,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Income Times (Option 2),None,1,1,AU,1,2,0
4C50A2A5-AB00-47AC-990D-77A8CAF5ADAE,152,!NDSdP,Active,2014-11-13 02:20:35,2016-01-06 00:00:00,Premium,,Partner,Accountant,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,8,6,0
0A411E9C-641A-4141-B333-40852705BF6D,88,!mpR6d,Active,2018-01-23 04:41:51,2018-01-23 00:00:00,Premium,,Partner,Accountant,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,3,7,0
6703DEBE-F476-4E8D-AE7D-88135FB9C2D9,121,!n7AKt,Active,2013-06-18 19:50:42,2013-06-19 00:00:00,Premium 5,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,4,25,0
DA648708-1468-4B27-AFDC-E499A11EEE36,144,!9Czni,Active,2015-11-02 10:11:26,2019-01-29 00:00:00,Premium,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,6,16,0
48F8FF53-D738-48FD-A2E8-4D3AE16F4B28,150,!JhGMA,Active,2017-01-23 04:26:19,2017-02-23 00:00:00,Standard,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,1,5,0
85AB5131-EC3F-45A6-A957-64C9525AB41C,116,!XZEAe,Active,2018-03-22 05:50:30.523,2018-03-22 00:00:00,GST Cashbook,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,0,4,0
122BDC19-62E8-4E04-B201-386AA2DDF99E,121,!IXE85,Active,2013-10-30 03:07:33,2018-09-10 00:00:00,Premium,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,7,2,0
E62A2434-67A4-4087-8457-A3EE15CF036D,144,!9ejOx,Active,2015-07-10 03:43:12,2018-07-17 00:00:00,Standard,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Income Times (Option 2),None,1,1,AU,1,3,0
041EF0FB-B907-439A-8D95-04FDB1952C0B,92,!Z8cDZ,Active,2016-06-30 05:00:37,2016-07-01 00:00:00,Premium 20,,Partner,Accountant,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,4,2,0
4C95A390-66F0-4CB5-A5BB-4605964D2691,114,!Z7QxI,Active,2014-07-28 06:34:43,2019-07-08 00:00:00,Premium 20,,Partner,Accountant,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,9,1,0
1076E127-6899-4066-9C51-ED592E65B214,138,!slq90,Active,2015-09-10 00:20:17,2015-10-06 00:00:00,Standard,,Partner,Bookkeeper,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,2,1,0
D8181631-149D-4164-B836-B945185B98D1,84,!KADEg,Active,2017-03-18 02:10:09,2017-04-22 00:00:00,Premium 50,,Online,Unknown,Australian Accrual Basis,Australian Monthly,Australian GST,None,None,0,1,AU,5,0,0
82487808-A5EF-435E-8BB3-504E8C2F4350,128,!L336i,Active,2015-08-04 06:23:49,2015-08-05 00:00:00,Premium,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Income Times (Option 2),None,1,1,AU,2,2,0
93BAD78B-D35D-432D-B48E-CA96539AC37C,156,!BJgTg,Active,2011-03-30 14:35:12,2011-03-31 00:00:00,Premium,2012-10-25 03:44:47,Partner,Accountant,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,1,8,0
5108DC3D-7A69-4188-8247-71300345BAD9,102,!EMij0,Active,2018-06-07 23:24:56,2019-03-22 00:00:00,Premium 20,,Partner,Bookkeeper,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Income Times (Option 2),None,1,1,AU,5,11,0
C6D14F0D-1E53-436B-BA5D-B86E3BB3621F,127,!XPS33,Active,2015-05-31 08:09:18,2015-06-25 00:00:00,Premium 5,,Partner,Accountant,Australian Cash Basis,Australian Monthly,Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,2,4,0
6AFB0C0E-1AEE-4689-89EF-B2BDBFFBD6E1,163,!kDLCS,Active,2016-07-15 06:38:44,2016-07-15 00:00:00,Premium,,Partner,Bookkeeper,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,3,8,0
3F20DB41-E575-4062-9803-CC00CAAC4063,150,!Ia1yy,Active,2016-11-28 06:23:48,2016-12-14 00:00:00,Premium 5,,Online,Bookkeeper,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Income Times (Option 2),None,0,1,AU,4,0,0
E778C321-1FD9-409C-8103-625E9B3BE6DA,121,!pShVS,Active,2013-07-08 10:01:53,2013-10-01 00:00:00,Standard,,Partner,Bookkeeper,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,5,1,0
F606CA96-08C1-4D14-8F7C-C29498DA81FB,108,!yCfoS,Active,2013-11-05 23:35:56,2013-11-06 00:00:00,Premium 50,,Partner,Accountant,Australian Accrual Basis,Australian Monthly,Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,7,70,0
5D7A07AD-DB8F-407E-8920-D709C655C598,132,!C1FHP,Active,2015-06-29 05:54:58,2018-10-16 00:00:00,Premium,,Partner,Bookkeeper,Australian Cash Basis,Australian Monthly,Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,3,6,0
84B32387-DCC4-479B-B57B-294EB831B242,84,!EpH8K,Active,2017-03-16 04:40:04,2019-09-26 00:00:00,Premium,,Partner,Accountant,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,4,5,0
886F23DC-216A-4206-B193-7A29C61F82A8,144,!NZiY2,Active,2015-05-11 10:21:33,2015-06-04 00:00:00,Premium 5,,Partner,INTERNALDIRECT,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,2,2,0
35004E2F-FB64-4CD7-A09B-8D1F70472BA6,110,!Hujc3,Active,2011-12-06 23:11:09,2013-06-20 00:00:00,Unknown,2012-03-28 20:16:18,Partner,Accountant,Australian Cash Basis,Australian Monthly,Australian GST,None,None,0,0,AU,0,46,0
21172608-7258-4909-B580-E00A475DC17D,92,!mRk82,Active,2017-08-25 02:22:18,2017-08-25 00:00:00,Premium,,Partner,Accountant,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,1,6,0
D2232C8F-1E73-4177-8B90-BD3D6F4AEBE3,138,!4Fui8,Active,2015-08-15 02:44:34,2015-08-15 00:00:00,Premium 5,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,5,1,0
A563B440-0230-4303-B61C-BE81897D03D7,116,!7WYhd,Active,2014-12-21 10:41:23,2015-03-17 00:00:00,Premium,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,3,7,0
5E80A80F-F2A5-491D-9070-F5F3B982D1D3,93,!IXc01,Active,2016-02-29 11:25:34,2016-02-29 00:00:00,Premium 5,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,1,1,0
5D0AA298-D5CF-4360-8B16-B8A1C32A0F60,126,!VfcYl,Active,2015-03-27 07:10:02,2015-03-30 00:00:00,Premium 20,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Income Times (Option 2),None,1,1,AU,9,10,0
315DBDE1-F343-4EBC-81DE-136AF95056B6,163,!5UAPu,Active,2016-07-21 01:46:24,2016-09-06 00:00:00,Premium 50,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Income Times (Option 2),None,1,1,AU,4,1,0
0283B819-0C02-4BE3-96DD-06C0B334781A,108,!kvMnU,Deleted,2017-06-08 13:37:18,2017-07-05 00:00:00,Unknown,2018-04-02 15:30:06.23,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,0,AU,1,1,0
3B2D781C-AF03-4E32-9ED6-94EE6C61ED09,88,!ZreXU,Active,2017-07-30 23:24:23,2019-02-06 00:00:00,Premium 5,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,3,10,0
0A052A90-5147-4ECA-B8C6-FD21B21CC673,104,!A4foy,Active,2017-06-20 00:21:36,2017-06-20 00:00:00,Premium 20,,Partner,Accountant,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,2,11,0
2302B450-677C-4C42-ACF5-A0338CEB2F30,127,!bg3Go,Active,2015-01-15 00:09:32,2015-01-15 00:00:00,Premium,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,2,3,0
1C520668-2405-4FDC-9CC3-24E323F80BB2,114,!nlOn6,Active,2014-05-29 02:21:30,2014-05-29 00:00:00,Standard,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,4,1,0
D999E550-3B2D-405C-AFCE-FDF8E383AA3F,120,!1GaiE,Active,2011-08-19 01:33:50,2011-08-19 00:00:00,Premium 50,,Partner,Bookkeeper,Australian Cash Basis,Australian Monthly,Australian GST,None,None,1,1,AU,11,1,0
9B59D65F-643E-4288-90B9-4B63094D275E,120,!n6jxz,Active,2011-06-08 03:47:11,2017-10-13 00:00:00,Premium 5,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,3,2,0
A945D061-E025-4B5D-98F8-B4EF7B998FB8,120,!BW2hn,Active,2012-06-21 05:18:20,,Unknown,,Partner,Bookkeeper,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,0,AU,0,1,0
5FA4E4FB-B5FA-4CD7-825E-4C7EA32B9FB1,132,!zNK15,Active,2019-03-29 05:38:58,2019-06-28 00:00:00,Premium 5,,Partner,Accountant,Australian Cash Basis,Australian Monthly,Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,2,5,0
277D3469-32E5-449A-8BE9-AD1A7E38B18F,72,!mMMnp,Active,2016-06-29 04:38:55.823,2019-03-19 00:00:00,Standard,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,2,63,0
127E286E-BD83-4DF8-A8E8-707A0A7469BC,126,!aVjqq,Active,2015-01-16 00:56:09,2015-01-16 00:00:00,GST Cashbook,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,1,9,0
71443CB0-02C8-4C51-8239-E3F6D3083E9B,88,!4wBsG,Active,2018-08-07 04:49:15,2018-08-28 00:00:00,Standard,,Partner,Bookkeeper,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,2,11,0
7230C735-7FA5-49F7-ABD7-6405BEE5886B,116,!VXFZl,Active,2014-12-02 02:04:32,2014-12-02 00:00:00,Premium,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,1,6,0
84FC4341-F163-443E-BB08-23E0168D62EA,110,!Jesoc,Active,2017-12-02 20:57:02,2018-02-27 00:00:00,Premium 5 + Expenses,,Online,Unknown,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,None,None,0,1,AU,1,0,0
B7088BDD-0E9E-4391-AE04-249239A034C7,134,!Qc2F8,Active,2016-02-25 08:34:13,2016-03-10 00:00:00,Standard,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,1,2,0
527E0FDC-434D-43ED-951E-4998384F7B91,150,!DunKG,Active,2016-11-18 06:39:36,2016-12-19 00:00:00,Standard,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,2,5,0
1FEA7C27-D989-4D5C-8493-C094ED4B392A,120,!CZy3y,Active,2019-07-17 07:45:03,2019-07-17 00:00:00,Standard,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,1,7,0
53F1315A-AFDD-4B34-8579-8B226D369438,84,!kd6Oj,Active,2017-03-24 05:06:44,2017-07-15 00:00:00,Premium,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,3,4,0
9FD14C1D-113A-4F67-B128-B0CB91D2D1C8,88,!4EMh2,Deleted,2018-02-08 23:10:24.897,2018-02-09 00:00:00,Unknown,2019-09-06 15:48:46.74,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,0,AU,1,8,0
0B0481B7-ED56-480A-A358-ADF9BD071882,150,!Egv7S,Active,2017-01-17 08:51:16,2017-01-23 00:00:00,Premium,,Partner,Accountant,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,4,1,0
0765CCC0-556C-437B-B353-A2F6811586FB,145,!Z9LEP,Active,2017-06-30 04:49:52,2017-06-30 00:00:00,Standard,,Partner,Accountant,Australian Accrual Basis,Australian Monthly,Australian GST,None,None,1,1,AU,8,1,0
DDD10F25-BBEF-42EC-B1C0-C85D7E4F0A72,138,!tUwqJ,Active,2017-10-30 03:12:32,2019-06-30 00:00:00,Premium 5,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,2,1,0
8E1A490F-8CA8-4CA5-ACBC-E4EBF139A052,156,!fnEJt,Active,2012-02-21 22:12:37,2017-12-11 00:00:00,Premium 20,,Partner,Accountant,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,6,5,0
A58AEE6F-0068-45D1-944D-F3F1CAC21991,116,!bKMex,Active,2014-10-19 08:16:36,2019-08-04 00:00:00,Premium 5,,Partner,Accountant,Australian Accrual Basis,Australian Monthly,Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,2,3,0
5C8A2EF8-338C-4A40-B8E1-AFBA397A2F12,87,!xPqQt,Active,2015-05-27 02:56:37,2015-05-27 00:00:00,Premium,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,5,9,0
8C50B952-E386-429F-B528-A0976631BB37,114,!QvYbO,Deleted,2014-07-08 08:05:08.737,2014-07-08 00:00:00,Unknown,2019-12-14 14:47:14.24,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,0,AU,0,8,0
95263C37-C1ED-469E-99A9-EECFA6FB2B04,110,!ezYwG,Active,2011-05-12 06:35:50,,Unknown,,Partner,Accountant,Australian Cash Basis,Australian Monthly,Australian GST,Australian Quarterly Installment (Option 1),None,0,0,AU,0,16,0
BC32C6CF-A12C-49BC-AD60-8D6076326EB0,102,!TGIqT,Active,2018-04-27 10:55:04,2018-04-29 00:00:00,Standard,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Income Times (Option 2),None,1,1,AU,3,4,0
5E7300B3-61BA-4D89-B519-E737BC161F32,114,!z6smO,Active,2014-07-07 00:52:47,2014-10-16 00:00:00,Premium 20,,Partner,Bookkeeper,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,2,1,0
BF8FA4AC-B822-473E-9D1D-EC19DEA2DC4E,127,!YszsD,Active,2015-03-29 20:13:11,2015-04-27 00:00:00,Premium 5 + Expenses,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,6,4,0
9AB3C173-ED1E-4FC7-A1E5-EB5BEEBC93F4,110,!8tNkR,Active,2017-10-19 03:28:18,2017-10-26 00:00:00,Premium,,Partner,Accountant,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,1,2,0
BAE3CBD6-E593-4EC4-B53A-63F63E6869E5,145,!KnImC,Deleted,2015-07-03 02:19:58,2020-01-23 00:00:00,Unknown,2020-02-22 14:31:15.15,Partner,Bookkeeper,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,0,AU,1,1,0
C2001784-7761-42C4-90EC-58A0B6868851,102,!hIlG9,Active,2018-06-12 08:23:46,2018-06-19 00:00:00,Premium 5 + Projects + Expenses,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Income Times (Option 2),None,1,1,AU,3,2,0
9531DAEF-E434-4057-AF7F-16D4CB7A7683,145,!1zinY,Active,2017-07-12 07:10:48,2017-07-20 00:00:00,Standard,,Partner,Not for Profit,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,2,2,0
3E7AAE42-4A66-4A9F-ABCB-4D67EF0984B6,120,!x2ocb,Active,2012-06-25 03:02:11,2013-10-26 00:00:00,Starter,,Partner,Bookkeeper,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Income Times (Option 2),None,1,1,AU,3,2,0
5A000F35-DC96-4FA1-8F1D-A68B3FAA1711,93,!pngWp,Active,2016-02-22 01:32:53.103,2016-02-26 00:00:00,GST Cashbook,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,0,3,0
8DAD594C-DD92-47FD-8BC1-E1C7387D5D63,104,!SoTUa,Active,2017-06-22 06:29:48,2019-05-17 00:00:00,Premium 5,,Partner,Bookkeeper,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,1,6,0
309CBE0C-6F97-4199-8819-84855F0B9ED0,126,!bSffL,Active,2019-02-21 22:34:12,2019-03-12 00:00:00,Premium 5,,Partner,Accountant,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,1,1,0
4A82539F-D204-4F7C-91A6-4B844D69CD26,121,!7kOU5,Active,2013-06-20 02:36:09,2013-06-20 00:00:00,Premium,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,9,3,0
75F39DEC-C5ED-47BF-BA69-AFF8DDE11077,150,!EwAve,Active,2016-11-25 04:44:09,2016-11-25 00:00:00,Unknown,,Partner,Accountant,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,None,None,0,0,AU,0,39,0
22F72371-933E-4966-899C-79ACCE9961F4,72,!fxBmC,Active,2016-06-02 03:52:08,2017-07-06 00:00:00,Premium,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,4,8,0
BA540C43-61A4-4384-9FBA-1D00786FB3E7,151,!n5kGk,Active,2014-07-28 00:59:00,2014-08-06 00:00:00,Premium 20,,Partner,Bookkeeper,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,12,4,0
8237612F-51C8-4E53-A8EC-47E46383C5B0,150,!UuPSv,Active,2016-10-27 08:52:16,2016-11-15 00:00:00,Premium 5 + Projects,,Partner,Accountant,Australian Cash Basis,Australian Annual,Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,2,2,0
4F37B757-A09D-446A-9DDC-7417EEA16E4B,133,!oNXVn,Active,2015-06-26 02:52:13,2015-06-26 00:00:00,Premium 50,,Partner,Accountant,Australian Cash Basis,Australian Annual,Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,41,11,0
AE671603-10C0-4742-AB90-B3ABD246C5FD,138,!6S7wA,Active,2015-07-09 08:11:50,2016-07-15 00:00:00,Premium 5,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Income Times (Option 2),None,1,1,AU,1,3,0
24356200-E2D5-4D5E-AA6B-3A97A3B620B9,126,!kJZhb,Active,2015-04-10 06:15:27,2017-06-19 00:00:00,Premium 5 + Expenses,2019-01-15 18:55:45,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,6,8,0
D805E084-629B-4D49-9523-D01927332D47,110,!iY0PT,Active,2017-10-12 05:26:10,2018-12-11 00:00:00,Standard,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,1,7,0
1066AE2D-21BC-4FB9-8BCE-AEEBD6044008,115,!bYStF,Active,2014-09-30 06:36:28,2016-08-30 00:00:00,Premium 20,,Partner,Accountant,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,Australian Income Times (Option 2),None,1,1,AU,7,7,0
B5E56BAE-E49E-4D6B-9DDE-3271C403C7E7,121,!CLWd2,Active,2013-11-07 02:44:37,2013-11-07 00:00:00,Premium 5,,Partner,Accountant,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,1,5,0
E72EEA67-11E6-4E6D-9664-549F610B54D8,144,!Nplu6,Active,2017-07-03 04:40:04,2019-04-17 00:00:00,Starter,,Online,Unknown,Australian Accrual Basis,Australian Monthly,Australian GST,None,None,0,1,AU,14,0,0
1A507A96-1511-477C-8F8A-E46BE39A817C,145,!qCLyG,Active,2015-11-01 11:55:02,2015-12-02 00:00:00,Premium 5,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,3,4,0
71355A24-0201-41A3-A81F-5ECB23878D4F,103,!KQJNk,Active,2017-09-27 06:30:27,2017-09-27 00:00:00,Standard,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,3,3,0
1AF25614-EA98-4080-AFCC-988A13F9CC36,108,!cuVfA,Active,2019-06-23 10:00:29,2019-06-23 00:00:00,Premium 100,,Partner,Accountant,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,18,2,0
78008DE0-1CF8-4701-B5F4-6466DC08F7BB,128,!0w3l2,Deleted,2015-07-23 02:41:51,2015-08-26 00:00:00,Unknown,2019-10-05 15:47:48.227,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,0,AU,1,11,0
1EB872A9-14F5-42BD-98B8-4AE885264E09,133,!8CpRW,Active,2015-08-15 11:36:52,2015-09-14 00:00:00,Premium,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,1,4,0
B69872F7-A1DB-4BD6-B2FE-E5E74671D8D4,126,!Q16XP,Active,2019-06-05 04:37:37,2019-11-21 00:00:00,Standard,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,1,2,0
B669D7FC-E78B-4FAD-8F6C-2632B0C6F739,145,!lTJ8g,Active,2015-07-02 00:03:52,2015-07-13 00:00:00,Standard,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,2,5,0
8A892C95-C8E7-435C-87E0-22F44C2EAA19,102,!I874z,Active,2014-04-15 06:15:26,2014-04-15 00:00:00,Premium 5,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,1,AU,1,11,0
818BA3A0-29DF-4B74-A741-5481B964C35A,104,!KK30A,Active,2014-06-23 03:28:32,2018-04-06 00:00:00,Premium,,Online,Unknown,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,0,1,AU,2,0,0
0EF0B2D7-1B1E-4370-80B1-B1B4687E10ED,87,!aKhWI,Deleted,2015-12-01 05:18:07,2015-12-01 00:00:00,Unknown,2019-09-28 19:25:07.23,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,None,None,1,0,AU,7,3,0
80CBAA50-4E0C-407C-9A71-22C8C8DB21F6,151,!WB2Op,Active,2014-05-13 07:14:58.877,2016-09-02 00:00:00,Premium 5,,Partner,Accountant,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,Australian Quarterly Installment (Option 1),None,1,1,AU,2,9,0
23E7546F-531E-437B-B87A-29C3DF2C4DD4,115,!Rqi9T,Active,2018-10-30 06:47:19.997,2018-10-30 00:00:00,Standard,,Partner,Bookkeeper,Australian Accrual Basis,Australian Monthly,Australian GST,None,None,1,1,AU,1,9,0
C544A84C-1B9C-44F2-B8C0-7B40DB007222,88,!ygd5b,Active,2017-07-27 00:47:58,2017-07-31 00:00:00,Starter,,Partner,Accountant,Australian Cash Basis,Australian Quarterly (Option 1),Australian GST,Australian Income Times (Option 2),None,1,1,AU,0,7,0
550C9526-951E-4DA1-AB3C-403418D97087,145,!3cAm2,Active,2015-06-22 22:41:21,2015-07-23 00:00:00,Standard,,Online,Unknown,Australian Accrual Basis,Australian Monthly,Australian GST,None,None,0,1,AU,2,0,0
781185A5-F17B-467D-9521-C28BFA77FD69,144,!m9T3A,Active,2017-05-01 07:23:27,2017-05-18 00:00:00,Starter,,Online,Unknown,Australian Accrual Basis,Australian Quarterly (Option 1),Australian GST,None,None,0,1,AU,1,0,0
